time,max_vel_x,max_vel_y,max_vel_z,min_vel_z
1.001,0.28356129587726,0.15381855832753,0.43761186638608,-0.11309077908092
1.0022,0.26472431082968,0.15541087008005,0.33313451632675,-0.096145526141678
1.00364,0.27024860993884,0.17969801040511,0.34165864991497,-0.092512408323795
1.005368,0.28227124950956,0.19780015419801,0.34713081060848,-0.10248878567545
1.0074416,0.29819016180544,0.21364947599291,0.35292873734013,-0.14030511468065
1.00992992,0.3155549601415,0.22893976692808,0.35951876638349,-0.18562076059846
1.012915904,0.33521673140854,0.24483607236588,0.36698783037412,-0.24720912152075
1.0164990848,0.35789842044278,0.26207919413051,0.37540904810866,-0.32337715257692
1.02079890176,0.38607853288264,0.28116225705735,0.38485615414716,-0.41171730975332
1.025958682112,0.42062959013316,0.30242473520484,0.39538859986356,-0.51234081122272
1.0321504185344,0.461753070282,0.34549435962455,0.40704395570002,-0.62516471954625
1.0395805022413,0.51052853574374,0.39786224569101,0.41983856150467,-0.74648775218053
1.0484966026895,0.57864085327561,0.46180319810056,0.4337881905514,-0.86935966728558
1.0591959232274,0.68735491557349,0.54016362894239,0.44897046244806,-1.0472128452618
1.0720351078729,0.81521925726535,0.63651165806687,0.46753957131845,-1.26044359478
1.0874421294475,0.99366414549128,0.7553312917188,0.49059033500734,-1.5139113764943
1.105930555337,1.1856608731387,0.90229402506094,0.51415515141649,-1.8185100251376
1.1281166664044,1.3864606170167,1.0846293163339,0.55126231121857,-2.1893537528338
1.1547399996853,1.5937928115893,1.3118129922285,0.63183351613689,-2.6469518068784
1.1866879996224,1.8091124357689,1.5993574919313,0.70960635760301,-3.2183973025308
1.2026619995909,1.8842847182783,1.7859702559893,0.73467185982302,-3.4896073937843
1.2218307995531,1.9917593254841,1.9851386655859,0.7863884031147,-3.8320063896366
1.2448333595078,2.1191667120803,2.2232349554409,0.83788973848998,-4.246450415414
1.2586348954806,2.1732162698338,2.394476301341,0.86723099288756,-4.4739090223033
1.2603600874772,2.14610100846,2.4554402744542,0.87820045695091,-4.4888278744299
1.2605757364768,2.1146303965524,2.4830124768587,0.88581290735504,-4.4755788746695
1.2607913854764,2.0913312214437,2.5006440223006,0.89006268187905,-4.4635928753685
1.2610501642759,2.0765778763087,2.5133246788955,0.89263322831076,-4.4488938686063
1.2612054315556,2.0659214067808,2.5225293519474,0.89413832786195,-4.4402106807612
1.2613606988353,2.0586625898019,2.5298737496227,0.89505784997722,-4.4311876005046
1.2614538592031,2.0528485463436,2.5355373635948,0.89546305973239,-4.4258810765524
1.2615470195709,2.0486875370407,2.5402137321034,0.8955607884606,-4.4205144572174
1.2616029157916,2.0451942661308,2.5438988161189,0.89536963621081,-4.4174601565565
1.2616588120123,2.0426371746174,2.5469712081153,0.89500446814732,-4.4144107392596
1.2616923497447,2.0404535991845,2.5494176486188,0.89447369958149,-4.4127662974036
1.2617258874771,2.0388392162233,2.5514648335762,0.89384646373788,-4.4111303011509
1.261766132756,2.0377460762751,2.5532636633931,0.89315496193664,-4.4091818793499
1.2617782063397,2.0365254336496,2.5546137989784,0.89237946160588,-4.4089651185893
1.2617902799233,2.0356086259858,2.5557273556517,0.89157659847567,-4.408673510146
1.2618047682237,2.0349744150834,2.5566895600925,0.89075627256694,-4.4082418670483
1.261813461204,2.0344266481295,2.557473243633,0.88992301568953,-4.408168401087
1.2618221541842,2.0340217046465,2.5581392955237,0.88909504814967,-4.4080807334679
1.2618273699724,2.0336738490643,2.5586869562059,0.88827344940735,-4.4081932159307
1.2618325857605,2.0334199647965,2.5591540580061,0.88746930491445,-4.40828651608
1.2618388447063,2.0332533555779,2.5595663825567,0.88668769869491,-4.4083099559903
1.2618426000738,2.0330978558895,2.5599093997107,0.88592761986822,-4.4084748651836
1.2618463554412,2.0329869837499,2.5602064768134,0.88519515420568,-4.4086186825443
1.2618508618822,2.0329225870241,2.5604731909503,0.88449222452176,-4.4087040946446
1.2618535657468,2.0328543817595,2.5606970434817,0.88381667992473,-4.4088836112348
1.2618562696113,2.0328097423747,2.5608933171337,0.88317174890855,-4.4090406677378
1.2618595142488,2.0327921255189,2.5610720355615,0.88255780054881,-4.409149136332
1.2618634078138,2.0327959567305,2.5612383230308,0.88197504700821,-4.4092072477396
1.2618657439528,2.0327816004415,2.5613785446173,0.88142018719812,-4.409345214795
1.2618669120223,2.0327591620295,2.5614946115535,0.88089320709457,-4.4095296910353
1.2618680800918,2.032749771355,2.5615970446669,0.88039446585901,-4.4096912471194
1.2618694817752,2.0327542972778,2.5616905875782,0.87992333323195,-4.4098218634085
1.2618711637953,2.0327690525364,2.5617777047621,0.87947913192602,-4.409922543169
1.2618731822193,2.0327912153653,2.561860388733,0.87906103827011,-4.4099924610491
1.2618756043283,2.0328191032542,2.5619403913282,0.87866814775381,-4.4100296302246
1.2618770575936,2.0328300140012,2.5620081409705,0.87829749844205,-4.4101151404268
1.2618785108589,2.0328426322736,2.5620696847774,0.87794939219861,-4.4101862847517
1.2618793828182,2.0328485247597,2.5621220450306,0.87762162592898,-4.4102798397797
1.2618802547774,2.0328580539126,2.5621693165206,0.87731406868373,-4.4103601159406
1.2618813011284,2.0328729210435,2.5622140725436,0.87702581252647,-4.4104198665498
1.2618825567497,2.0328917679263,2.5622573613991,0.87675598751176,-4.4104594508585
1.2618833101224,2.0329022141524,2.5622942865773,0.87650267154767,-4.410521683317
1.2618840634952,2.032913574525,2.5623279781628,0.87626565014886,-4.4105745282565
1.2618849675425,2.0329280794597,2.5623603758171,0.87604406689315,-4.4106112157449
1.2618855099709,2.0329369476132,2.5623880290911,0.87583638352434,-4.4106631647971
1.2618860523992,2.032946696626,2.5624132623768,0.87564231710245,-4.4107075433027
1.2618867033133,2.0329587788673,2.562437490646,0.87546111448094,-4.4107396379964
1.2618870938617,2.0329667872951,2.5624582389452,0.87529153728128,-4.4107821881375
1.2618874844102,2.0329753723224,2.5624771853581,0.87513326151911,-4.410818830409
1.2618879530683,2.0329855602292,2.5624953519361,0.87498563292789,-4.4108462284471
1.261888515458,2.0329969566014,2.5625131372529,0.87484805469603,-4.4108645054865
1.2618888528919,2.0330041569897,2.5625282958622,0.87471948113293,-4.4108928400283
1.2618891903257,2.0330114298967,2.5625421917646,0.87459965669254,-4.4109168791654
1.2618895952464,2.0330198407147,2.5625556634326,0.87448805401453,-4.410933602359
1.2618900811511,2.0330291561927,2.5625690223682,0.87438419877333,-4.4109430228203
1.2618903726939,2.0330347712747,2.5625803032329,0.8742872293674,-4.4109616472536
1.2618906642368,2.0330404136099,2.5625906636181,0.87419696806577,-4.4109770239254
1.2618910140882,2.033047028295,2.562600810035,0.87411300149438,-4.4109865036085
1.2618912239991,2.0330512742517,2.5626093701511,0.8740346624023,-4.4110022321462
1.2618914339099,2.0330557163754,2.5626172127171,0.87396178305993,-4.4110153516143
1.2618916858029,2.0330609482368,2.5626248589863,0.87389402180862,-4.4110240219895
1.2618918369387,2.0330645140475,2.5626313284698,0.87383085567924,-4.4110370319761
1.2618919880745,2.0330682325563,2.562637251315,0.87377212418935,-4.4110480310652
1.2618921694375,2.0330725154873,2.5626430063257,0.87371754426106,-4.4110557128004
1.2618923870731,2.0330772216166,2.5626487332276,0.87366685990036,-4.4110601099716
1.2618925176544,2.0330802685519,2.5626535503322,0.87361964506057,-4.4110686316093
1.2618926482358,2.0330833158321,2.562657974527,0.8735757844224,-4.4110757066691
1.2618928049334,2.0330867815716,2.5626623206092,0.87353506027805,-4.4110801517729
1.2618928989519,2.0330891668534,2.5626659723448,0.87349714399504,-4.4110874088166
1.2618929929705,2.0330916198495,2.5626693174771,0.87346193391236,-4.4110935095282
1.2618931057928,2.0330944064869,2.5626725882207,0.87342925286128,-4.4110976289604
1.2618932411795,2.0330974448299,2.5626758685999,0.87339894114129,-4.4110997783042
1.2618933224116,2.0330994431338,2.5626786075845,0.87337073368228,-4.4111045593722
1.2618934036436,2.0331014362074,2.5626811244745,0.87334455929383,-4.4111084999883
1.261893501122,2.0331036856959,2.5626836130784,0.87332028336605,-4.4111108585067
1.2618935596091,2.0331052601469,2.562685688222,0.8732977024788,-4.4111150154272
1.2618936180962,2.0331068745457,2.5626875894752,0.8732767547137,-4.4111184975457
1.2618936882807,2.0331086947775,2.5626894598094,0.87325733131086,-4.4111207875959
1.2618937303914,2.0331100371718,2.562691023966,0.87323927438765,-4.4111243302136
1.2618937725021,2.0331114092541,2.5626924556758,0.8732225286464,-4.4111273513872
1.2618938230349,2.0331129264138,2.5626938587996,0.87320700578358,-4.4111294830977
1.2618938836743,2.0331145499272,2.5626952707351,0.87319262610796,-4.4111307307392
1.2618939564415,2.0331162470631,2.5626967262365,0.87317931537584,-4.411131045933
1.2618940001019,2.0331173481909,2.5626979207284,0.873166941663,-4.4111328762114
1.2618940437623,2.0331184269573,2.5626990216882,0.87315547808786,-4.4111343377682
1.2618940699585,2.033119240303,2.562699927335,0.87314482596364,-4.4111365384277
1.2618940961547,2.033120108796,2.5627007503889,0.87313495369563,-4.4111384038098
1.2618941275902,2.0331210911826,2.5627015593673,0.87312580958353,-4.4111397144166
1.2618941653127,2.0331221530382,2.5627023782743,0.87311734609143,-4.4111404787461
1.2618942105798,2.0331232679668,2.5627032288708,0.87310951876614,-4.4111406692886
1.26189423774,2.0331240159784,2.5627039214874,0.87310224712008,-4.4111418095617
1.2618942649003,2.0331247519747,2.5627045600301,0.87309551593191,-4.4111427276952
1.2618942811964,2.0331253235869,2.5627050808805,0.87308926522947,-4.411144112423
1.2618942974925,2.0331259295298,2.5627055538654,0.87308347671673,-4.4111452947457
1.2618943170479,2.0331266059008,2.5627060213305,0.87307811952543,-4.4111461374086
1.2618943405144,2.0331273309938,2.5627064979496,0.87307316531677,-4.4111466449837
1.2618943686741,2.0331280881951,2.5627069970199,0.87306858761079,-4.411146799674
1.2618943855699,2.0331286161022,2.5627074003303,0.87306433745122,-4.4111475485974
1.2618944024658,2.0331291354083,2.5627077723143,0.87306040643145,-4.4111481621691
1.2618944227408,2.0331297036541,2.5627081517321,0.8730567727264,-4.4111484805692
1.2618944470708,2.0331303116802,2.5627085514375,0.87305341727343,-4.4111484972887
1.2618944616688,2.0331307304307,2.5627088705942,0.87305030158506,-4.411149032838
1.2618944762668,2.0331311476024,2.562709165021,0.87304742156509,-4.4111494579773
1.2618944850256,2.0331314794633,2.5627094003184,0.87304474871733,-4.4111501429004
1.2618944937844,2.0331318317559,2.5627096137138,0.87304227667808,-4.4111507276324
1.261894504295,2.0331322232413,2.5627098276581,0.87303999208913,-4.4111511377925
1.2618945169077,2.0331326418442,2.5627100497412,0.87303788273575,-4.4111513751429
1.2618945320429,2.0331330783575,2.5627102868341,0.87303593720211,-4.4111514294112
1.261894541124,2.0331333920793,2.5627104751475,0.87303413180407,-4.4111518089696
1.2618945502051,2.0331337014761,2.562710649081,0.87303246447923,-4.4111521210402
1.2618945611025,2.0331340373508,2.5627108292552,0.87303092578906,-4.4111522791347
1.2618945676409,2.0331342963863,2.5627109717392,0.87302949828867,-4.411152658296
1.2618945741793,2.0331345589418,2.5627111025481,0.87302818006293,-4.4111529796129
1.2618945820254,2.0331348437541,2.5627112369781,0.87302696366292,-4.4111531832016
1.2618945914407,2.0331351452238,2.5627113801011,0.87302584258582,-4.411153267614
1.2618946027391,2.0331354584532,2.5627115366534,0.87302481080363,-4.4111532233707
1.2618946095181,2.0331356795179,2.5627116587483,0.87302385297754,-4.4111534287689
1.2618946162972,2.0331358974751,2.5627117718504,0.87302296975446,-4.4111535897646
1.2618946203646,2.0331360745187,2.5627118596665,0.87302215031639,-4.411153876993
1.261894624432,2.0331362603401,2.5627119392541,0.87302139397232,-4.4111541223892
1.2618946293129,2.0331364639633,2.5627120208474,0.87302069663297,-4.4111542907507
1.26189463517,2.0331366799418,2.5627121078062,0.87302005459683,-4.4111543823801
1.2618946421985,2.0331369040776,2.5627122031745,0.87301946439842,-4.4111543920851
1.2618946464156,2.0331370710614,2.5627122771982,0.87301891674851,-4.4111545555859
1.2618946506327,2.0331372359129,2.5627123457332,0.87301841228066,-4.4111546901727
1.2618946556932,2.0331374129265,2.562712418248,0.87301794809271,-4.4111547554087
1.2618946617658,2.0331375997499,2.5627124977637,0.87301752179794,-4.4111547491747
1.2618946654094,2.0331377391482,2.5627125589418,0.87301712599851,-4.4111548758179
1.2618946690529,2.0331378779137,2.5627126155594,0.87301676172942,-4.4111549778789
1.2618946734252,2.0331380279578,2.5627126758231,0.87301642691596,-4.4111550206464
1.2618946760486,2.0331381475625,2.5627127220177,0.87301611614427,-4.4111551544878
1.261894678672,2.0331382688093,2.5627127644921,0.87301583011777,-4.4111552673371
1.26189468182,2.0331383991095,2.5627128092994,0.87301556721506,-4.4111553349886
1.2618946855977,2.0331385361418,2.5627128583966,0.8730153260976,-4.4111553566802
1.2618946878642,2.0331386438107,2.562712896056,0.87301510229044,-4.4111554598449
1.2618946901308,2.0331387509423,2.5627129308671,0.87301489655221,-4.4111555467055
1.2618946928508,2.0331388647804,2.5627129679463,0.87301470769764,-4.411155595769
1.2618946961146,2.0331389838084,2.5627130089215,0.87301453478716,-4.4111556060209
1.261894698073,2.0331390771171,2.562713040171,0.87301437416163,-4.4111556873516
1.2618947000313,2.0331391697703,2.5627130690935,0.87301422667115,-4.4111557551545
1.2618947023813,2.0331392681189,2.562713100093,0.8730140914733,-4.4111557907802
1.2618947052013,2.0331393709067,2.5627131345622,0.87301396792525,-4.4111557932986
1.2618947068933,2.0331394514603,2.5627131607205,0.87301385302252,-4.4111558576167
1.2618947085853,2.033139531454,2.5627131849503,0.87301374764535,-4.4111559106044
1.2618947106157,2.033139616386,2.5627132110478,0.87301365120109,-4.4111559361237
1.2618947130522,2.0331397051772,2.5627132402087,0.87301356325983,-4.4111559333496
1.2618947145141,2.0331397747846,2.5627132622476,0.87301348134203,-4.4111559842624
1.261894715976,2.033139843936,2.562713282673,0.87301340631608,-4.4111560256598
1.2618947177303,2.0331399173815,2.5627133047594,0.87301333776998,-4.4111560435822
1.2618947198354,2.0331399941877,2.5627133295352,0.87301327542499,-4.4111560373014
1.2618947210985,2.0331400544441,2.5627133481961,0.87301321722472,-4.4111560776337
1.2618947223615,2.0331401143296,2.5627133654975,0.87301316399911,-4.411156109959
1.2618947238772,2.0331401779466,2.5627133842654,0.87301311546599,-4.4111561222031
1.261894725696,2.0331402444865,2.5627134053853,0.87301307145288,-4.4111561137249
